"","reported","property_type","gross_area_SF","year_built","h2o_intensity_GALSF","zip","property_uses","site_eui_KBTUSF","energy_star_score","ghg_emissions_MTCO2e","ghg_intens_KGCO2SF","total_site_energy_KBTU","log_total_site_energy_KBTU","electricity_percentage","gas_percentage"
"659","Municipal ","Non-Refrigerated Warehouse",5150,2000,9.1,"02119","Other",130.5,NA,2000,7.3,671950,13.4179392119752,8.2,91.8
"660","Yes","Multifamily Housing",26614,1930,52.6,"02119","Multifamily Housing, Parking",108.8,NA,1930,6.3,2896824.3,14.8791256259651,15.8,84.2
"661","Yes","Pre-school/Daycare",43704,1968,3,"02119","Pre-school/Daycare",120.1,NA,1968,7.5,5250584.5,15.473849961704,29,71
"662","Yes","Non-Refrigerated Warehouse",70752,1930,0.3,"02119","Non-Refrigerated Warehouse",30.5,90,1930,1.7,2160810.9,14.5859941258758,12,88
"663","Municipal ","Office",8100,2000,5.8,"02119","Office",98.4,49,2000,6.1,797252,13.5889260934925,28.2,71.8
"664","Municipal ","K-12 School",76220,1912,53.8,"02119","K-12 School",46.8,98,1912,2.7,3568938.4,15.0877787425867,15.5,84.5
"666","Yes","Multifamily Housing",69645,1871,50.5,"02119","Multifamily Housing, Parking",54,84,1871,3.5,3763345.2,15.1408188006857,34.8,65.2
"667","Municipal ","K-12 School",27642,1905,17,"02119","K-12 School",66.7,92,1905,3.9,1843757.9,14.4273163838069,16.9,83.1
"668","Yes","Multifamily Housing",35778,1972,61.8,"02119","Multifamily Housing",135.3,14,1972,7.6,4840346.7,15.3924969083588,8.5,91.5
"669","Municipal ","Swimming Pool",13300,2000,9.9,"02119","Other - Recreation",250.5,NA,2000,15.4,3331220.2,15.0188492212653,26.2,73.8
"670","Yes","Multifamily Housing",365000,1962,43.5,"02119","Multifamily Housing",56.7,99,1962,3.2,20680592.5,16.8447062580645,8.9,91.1
"671","Yes","Multifamily Housing",63625,1945,68.1,"02119","Multifamily Housing",109.8,24,1945,6,6989143.1,15.7598685172818,5.6,94.4
"672","Municipal ","K-12 School",22968,1922,30.3,"02119","K-12 School",62.6,95,1922,3.7,1437787.9,14.1786163098615,16.8,83.2
"673","Municipal ","K-12 School",31892,1904,17,"02119","K-12 School",59.4,93,1904,3.6,1895459.6,14.4549719000738,20.6,79.4
"674","Yes","Mixed Use Property",35734,1840,15.9,"02119","Other, Residence Hall/Dormitory",53.5,NA,1840,3.3,2738263.3,14.822834445291,26.4,73.6
"675","Municipal ","Fire Station",13200,2000,18.5,"02119","Fire Station",118.9,NA,2000,7.6,1569520.9,14.2662809715183,33.1,66.9
"676","Yes","Multifamily Housing",94000,1920,37,"02119","Multifamily Housing, Parking",44,98,1920,2.7,4139976.5,15.2362006694569,25.3,74.7
"677","Municipal ","Fire Station",10384,2000,28.5,"02119","Fire Station",106.8,NA,2000,6.6,1109510.9,13.9194298455517,27.1,72.9
"678","Yes","Manufacturing/Industrial Plant",35470,1997,3.7,"02119","Manufacturing/Industrial Plant",60.2,NA,1997,3.7,2136241.5,14.574558534469,26.2,73.8
"679","Voluntary","Multifamily Housing",80055,1920,82.3,"02119","Multifamily Housing",81,50,1920,4.9,6485977.9,15.6851531585047,23.8,76.2
"681","Municipal ","Urgent Care/Clinic/Other Outpatient",18000,2000,6.7,"02119","Urgent Care/Clinic/Other Outpatient",12.7,NA,2000,1.1,229021.6,12.3415716012323,100,NA
"682","Yes","Multifamily Housing",84000,1900,51.4,"02119","Multifamily Housing",49.6,99,1900,2.9,4162207.7,15.2415561885829,16.5,83.5
"683","Yes","Multifamily Housing",64204,1920,67.2,"02119","Multifamily Housing, Parking",103.4,74,1920,6.6,6636244.1,15.7080567138233,7,52.5
"684","Yes","Multifamily Housing",64085,2005,66.2,"02119","Multifamily Housing, Parking",27,100,2005,2.1,1729971.9,14.3636157235675,78.3,21.7
"685","Municipal ","K-12 School",55351,1929,19,"02119","K-12 School",48.7,96,1929,3,2693654.9,14.8064095282667,24.7,75.3
"687","Yes","Multifamily Housing",8640,1920,75.3,"02119","Multifamily Housing",61.1,NA,1920,3.4,528139.6,13.1771159216819,7.6,92.4
"688","Yes","Multifamily Housing",38720,1920,57.9,"02119","Multifamily Housing, Parking",48.8,100,1920,2.8,1888773.6,14.4514382875274,10.8,89.2
"689","Yes","Multifamily Housing",8640,1920,45.8,"02119","Multifamily Housing",44.2,NA,1920,2.5,381656.8,12.8522770544398,13.8,86.2
"690","Yes","Multifamily Housing",21440,1920,55.7,"02119","Multifamily Housing",45.7,NA,1920,2.6,978977.3,13.7942637343184,11.3,88.7
"691","Municipal ","Library",6000,2000,9.9,"02119","Library",96.5,NA,2000,6.3,579015.8,13.2690850446111,36.7,63.3
"692","Municipal ","K-12 School",83120,1937,11.4,"02119","K-12 School",61.3,90,1937,3.6,5098369,15.4444312426248,16.3,83.7
"693","Yes","Other - Lodging/Residential",51897,2007,35.2,"02119","Other - Lodging/Residential",121.7,NA,2007,8,6317341.1,15.6588089655736,40.1,59.9
"694","Yes","Multifamily Housing",32569,2005,36.7,"02119","Multifamily Housing",135.4,2,2005,8.1,4410463.8,15.2994904119611,21.2,78.8
"696","Yes","Multifamily Housing",105949,2013,40.2,"02119","Multifamily Housing, Parking, Retail Store",57.8,96,2013,3.5,6120619,15.6271737931647,23.1,76.9
"697","Yes","Multifamily Housing",49588,2012,26.7,"02119","Multifamily Housing",66.5,49,2012,4.5,3295934.7,15.008200357922,45.1,54.9
"698","Yes","Multifamily Housing",15716,1900,54.7,"02119","Multifamily Housing",58,NA,1900,3.3,912220.4,13.7236369065264,12.1,87.9
"699","Yes","Multifamily Housing",72608,2010,35.3,"02119","Multifamily Housing, Parking",45.4,74,2010,3.2,3293168.6,15.007360759562,52.1,47.9
"700","Yes","Multifamily Housing",66383,1925,35.4,"02119","Multifamily Housing",50.3,90,1925,3,3339713,15.0213954331171,22.6,77.4
"701","Municipal ","Police Station",34500,2000,0.4,"02119","Police Station",106.7,NA,2000,7.6,3681243,15.1187610248522,54.9,45.1
"702","Yes","Multifamily Housing",27516,2000,44.6,"02119","Multifamily Housing",77.3,39,2000,5.1,2126494.4,14.5699853602371,38.8,61.2
"703","Yes","Distribution Center",50000,1967,2.6,"02119","Distribution Center",19.8,92,1967,1.1,991092.9,13.8065635526117,NA,86.6
"704","Yes","Multifamily Housing",4032,1889,41.7,"02119","Multifamily Housing",95.9,NA,1889,5.5,386548.1,12.8650115894604,13.7,86.3
"705","Yes","Office",107953,2009,1.6,"02119","Office",95.4,23,2009,7.6,10295910.3,16.1472573160989,83.7,16.3
"706","Municipal ","K-12 School",35000,1998,26.2,"02119","K-12 School",87.3,53,1998,5.5,3055987.5,14.932613338946,32.1,67.9
"708","Yes","Multifamily Housing",49650,2014,44.4,"02119","Multifamily Housing, Parking",32.2,99,2014,2,1598641.1,14.2846645138398,27.6,72.4
"709","Municipal ","Repair Services (Vehicle, Shoe, Locksmith, etc.)",27707,2000,20.2,"02119","Repair Services (Vehicle, Shoe, Locksmith, etc.)",72.1,NA,2000,4.3,1996900.8,14.5071069366524,22.1,77.9
"710","Yes","Other - Lodging/Residential",137012,1985,36.4,"02119","Other - Lodging/Residential",124.8,NA,1985,8.2,17101173,16.6546576156115,38.3,61.7
"711","Yes","Multifamily Housing",86760,2001,78.6,"02119","Multifamily Housing, Parking",89.7,63,2001,5.4,7779257.9,15.866971506001,22.6,77.4
"712","Yes","Multifamily Housing",144479,2001,48.2,"02119","Multifamily Housing",138.4,8,2001,8.1,19992083.4,16.8108469231569,16.7,83.3
"713","Yes","Multifamily Housing",58264,1900,41.2,"02119","Multifamily Housing",58.7,96,1900,3.3,3421595.6,15.0456175499459,7.9,92.1
"714","Municipal ","Police Station",20000,2000,10.2,"02119","Police Station",169.6,NA,2000,10.7,3392179.9,15.0369833110441,31.4,68.6
"715","Yes","Multifamily Housing",32980,2009,23.2,"02119","Multifamily Housing",49.9,79,2009,3.3,1644564.8,14.3129863479091,40.2,59.8
"716","Yes","Multifamily Housing",61176,1960,63.8,"02119","Multifamily Housing, Parking",71.4,90,1960,4.1,4368617.3,15.2899571096818,11.9,88.1
"717","Municipal ","K-12 School",51123,1932,11.2,"02119","K-12 School",52.5,97,1932,3,2682661.6,14.8023199939838,15.4,84.6
"718","Yes","Multifamily Housing",55719,2005,67.3,"02119","Multifamily Housing, Parking",68.2,42,2005,4.7,3797907.3,15.1499607624736,50.7,49.3
"719","Yes","Multifamily Housing",42548,1900,36.3,"02119","Multifamily Housing",59,95,1900,3.3,2509375.2,14.7355443558184,6.4,93.6
"720","Yes","Non-Refrigerated Warehouse",242500,1930,0.1,"02119","Non-Refrigerated Warehouse",9.4,99,1930,0.7,2282224.3,14.6406610955467,59.2,40.8
"721","Yes","Multifamily Housing",14255,1945,138.9,"02119","Multifamily Housing",248.1,2,1945,18.8,3536541.2,15.0786597453267,12.5,NA
"722","Yes","Enclosed Mall",9e+05,1965,1.8,"02119","Enclosed Mall, Parking",19.8,NA,1965,1.7,17790972.3,16.6942017124487,98.7,1.3
"723","Municipal ","Social/Meeting Hall",25000,2000,49.5,"02119","Other - Recreation",76.9,NA,2000,4.8,1921508.1,14.4686209044348,29.5,70.5
"725","Yes","Multifamily Housing",45616,1920,28.3,"02119","Multifamily Housing",31,100,1920,1.7,1415082.2,14.162698179245,4.5,95.5
"726","Yes","Other - Education",33750,1920,7.3,"02119","Other - Education",40.9,NA,1920,2.9,1381365.1,14.1385827710932,57.4,42.6
"727","Yes","Multifamily Housing",30291,2015,30.6,"02119","Multifamily Housing",97.3,1,2015,7.5,2947352.4,14.8964178338039,73.1,26.9
"728","Yes","Multifamily Housing",144181,1981,37,"02119","Multifamily Housing",68,67,1981,4.3,9807497.7,16.0986577225514,32.7,67.3
"729","Yes","Multifamily Housing",51633,1993,50.3,"02119","Multifamily Housing",119,NA,1993,6.4,6145011.2,15.6311511236006,3.3,96.7
"730","Municipal ","K-12 School",23084,1909,9,"02119","K-12 School",60.4,91,1909,3.7,1395334.4,14.1486446577726,26.7,73.3
"731","Yes","Mixed Use Property",78738,1876,0,"02119","Other",2,NA,1876,0.1,156760.9,11.9624769935576,0,100
"732","Yes","Multifamily Housing",7440,1966,278.4,"02119","Multifamily Housing",26.4,NA,1966,2.3,196767.4,12.1897775994722,100,NA
"733","Voluntary","Office",15000,1870,84.1,"02119","Office",76.7,72,1870,4.9,1150719.2,13.9558976961681,35.2,64.8
"734","Municipal ","K-12 School",23320,1924,15,"02119","K-12 School",71.1,81,1924,4.4,1657975,14.321107536156,28.8,71.2
"735","Municipal ","K-12 School",64313,1923,19.8,"02119","K-12 School",64,93,1923,3.6,4116132.4,15.2304245425713,11.8,88.2
"736","Yes","Office",72087,2000,9.1,"02119","Office",99.3,28,2000,8.1,7159740.7,15.7839843231972,88.3,11.7
"737","Yes","Multifamily Housing",138710,1974,56.6,"02119","Multifamily Housing, Parking",62.7,88,1974,3.7,8697359.3,15.978530008815,17.9,82.1
"738","Municipal ","Fire Station",13424,2000,15.5,"02119","Fire Station",89.7,NA,2000,5.7,1204776.5,14.0018046305255,31.8,68.3
"739","Yes","Office",36000,1900,5.7,"02119","Office",50.7,85,1900,3.8,1823845.8,14.4164579065691,69.2,30.8
"740","Yes","Multifamily Housing",40425,1940,58.8,"02119","Multifamily Housing",55,73,1940,3.6,2222316.9,14.6140608582745,35.5,64.5
"741","Yes","Multifamily Housing",103792,1973,48.7,"02119","Multifamily Housing",77.6,63,1973,4.8,8053407.5,15.9016058517575,27.8,72.2
"742","Yes","Multifamily Housing",15776,1920,51.2,"02119","Multifamily Housing",96,NA,1920,5.7,1513779.1,14.2301197974467,18.7,81.3
"743","Yes","Multifamily Housing",102283,2012,49.9,"02119","Multifamily Housing",77.2,14,2012,5.2,7898671.8,15.8822051767201,45.8,54.2
"744","Yes","Distribution Center",42030,1925,0.5,"02119","Distribution Center",53.2,NA,1925,3.2,2235046.4,14.6197725464407,24,76
"745","Yes","Multifamily Housing",140932,1990,7.6,"02119","Multifamily Housing",78,97,1990,4.3,10995182.4,16.2129677711922,4.4,95.6
"746","Municipal ","K-12 School",141872,2002,9.8,"02119","K-12 School",75.9,38,2002,5,10773859,16.1926332950755,41,59
"747","Municipal ","Office",430000,2001,6.4,"02119","Office",56.4,85,2001,4,24242044.9,17.0035990761683,49.5,46.5
"748","Yes","Multifamily Housing",187364,2000,78.8,"02120","Multifamily Housing, Parking",60,99,2000,3.4,11241209.9,16.2350970389856,9.9,90.1
"750","Yes","Multifamily Housing",43803,1998,37.1,"02120","Multifamily Housing",10.5,100,1998,0.9,460650.7,13.0403953341278,100,NA
"751","Yes","Multifamily Housing",124719,1900,86.4,"02120","Multifamily Housing",95.5,94,1900,5.8,11913097.9,16.2931490166609,22.2,77.8
"752","Yes","Other",319764,2001,0,"02120","Other",5.4,NA,2001,0.5,1715427.1,14.3551726454783,100,NA
"753","Yes","Office",157421,1993,20,"02120","Data Center, Office",108.1,100,1993,8.5,17013238.1,16.6495023107465,80.4,19.6
"754","Municipal ","Police Station",180000,2000,21.6,"02120","Police Station",216.2,NA,2000,15.1,38908799.3,17.4767309860934,51.9,48.1
"756","Yes","Multifamily Housing",224398,1980,43.4,"02120","Multifamily Housing",24.6,100,1980,1.3,5513811.9,15.5227667568175,2.6,97.4
"757","Voluntary","Multifamily Housing",193447,1978,43.2,"02120","Multifamily Housing",40.4,100,1978,2.2,7806868.5,15.8705144811025,3.8,96.2
"758","Yes","Hospital (General Medical & Surgical)",425000,1893,63.9,"02120","Hospital (General Medical & Surgical), Parking",270.2,13,1893,18.3,114852412.4,18.5591584916676,44.7,55.1
"759","Municipal ","Social/Meeting Hall",50000,2000,24.8,"02120","Other - Recreation",88.3,NA,2000,5.6,4413625.8,15.3002070864915,33.3,66.7
"760","Municipal ","Library",9136,2000,19,"02120","Library",152.5,NA,2000,8.7,1393490.7,14.147322452039,13,87
"761","Yes","Worship Facility",90000,1890,52.9,"02120","Worship Facility",37.5,64,1890,2.3,3377603.7,15.032677051528,NA,68
"762","Yes","Multifamily Housing",167113,1965,12.2,"02120","Multifamily Housing",74.9,69,1965,4.5,12520061.8,16.3428428597263,21.2,78.8
"763","Yes","Supermarket/Grocery Store",29804,2005,188.4,"02120","Supermarket/Grocery Store",314.3,36,2005,23.1,9367259.6,16.0527311461234,63.1,36.9
"764","Yes","Office",199489,2003,23.5,"02120","Office, Parking, Retail Store, Supermarket/Grocery Store",158.2,40,2003,12.6,31557001.7,17.2673060462603,81.6,18.4
"765","Municipal ","Police Station",10000,2000,0.4,"02120","Police Station",24.4,NA,2000,2.1,83824.4,11.3364794135397,100,NA
"766","Yes","Multifamily Housing",80754,1920,29.1,"02120","Multifamily Housing, Parking",50.6,91,1920,3.3,4086907.7,15.2232991784891,37.3,62.7
"767","Yes","Multifamily Housing",40329,1964,67.1,"02120","Multifamily Housing, Parking",79.3,100,1964,4.5,3199670.6,14.9785584249715,9.5,90.5
"768","Yes","Multifamily Housing",61930,1990,43.9,"02120","Multifamily Housing",64.8,87,1990,4,4010221,15.2043569099836,28,72
"769","Yes","Multifamily Housing",81920,1900,53.8,"02120","Multifamily Housing",96.9,53,1900,5.9,7939730,15.8873898276074,25.2,74.8
"770","Yes","Multifamily Housing",34700,2015,24.6,"02120","Multifamily Housing",63.3,48,2015,4.1,2196078.8,14.6021839643922,36.5,63.5
"771","Yes","Multifamily Housing",115752,2000,97,"02120","Multifamily Housing, Parking",66.1,98,2000,3.7,7653907.1,15.8507268074497,7.9,92.1
"772","Municipal ","K-12 School",64091,1959,57.1,"02120","K-12 School",67.4,88,1959,3.9,4322397.6,15.2793208062648,16,84
"773","Yes","Multifamily Housing",380068,2000,71.2,"02120","Multifamily Housing, Parking, Retail Store",58.7,94,2000,3.5,22296154.3,16.9199247686438,18.9,81.1
"774","Yes","Multifamily Housing",31350,1920,35.1,"02120","Multifamily Housing",63.2,93,1920,3.8,1982370.4,14.4998038583493,23.3,76.7
"775","Yes","Other - Education",72000,2003,11.4,"02120","Other - Education",96.2,NA,2003,6.4,6923914.2,15.7504918035204,42.8,57.2
"776","Municipal ","K-12 School",64400,1925,10,"02120","K-12 School",68.2,83,1925,4.1,4389858,15.2948074382867,20.6,79.4
"777","Municipal ","Social/Meeting Hall",39600,2000,9.2,"02120","Other - Recreation",19,NA,2000,1.2,752894.2,13.5316799922623,34.8,65.2
"778","Municipal ","K-12 School",909764,1972,6.9,"02120","K-12 School, Swimming Pool",59.4,18,1972,4.3,54012174,17.8047200235642,58.4,41.6
"779","Yes","Multifamily Housing",309959,1970,43.5,"02120","Multifamily Housing, Parking",67.1,91,1970,4,20805998.2,16.8507518780995,20.3,79.7
"780","Yes","Adult Education",38852,1970,5.7,"02120","Adult Education",44.2,NA,1970,3.8,1715553.6,14.3552463853277,100,NA
"781","Municipal ","Police Station",15000,2000,8.9,"02120","Police Station",187.9,NA,2000,12.6,2818762.3,14.85180844586,42.3,57.7
"782","Municipal ","Other - Recreation",24000,2000,68.4,"02120","Other",3.2,NA,2000,0.3,77806.3,11.2619776837518,100,NA
"783","Yes","Multifamily Housing",113131,1929,58.8,"02121","Multifamily Housing",77.6,79,1929,4.6,8778279.9,15.9877910352565,19,81
"784","Yes","Multifamily Housing",34821,1920,63.9,"02121","Multifamily Housing",74.2,65,1920,4.4,2585331,14.7653641041491,20.7,79.3
"785","Yes","Multifamily Housing",48066,2008,73.5,"02121","Multifamily Housing, Parking",91,69,2008,5.2,4373062,15.2909740082045,12.2,87.8
"786","Yes","Multifamily Housing",42336,1980,40,"02121","Multifamily Housing",80.5,17,1980,4.8,3408727.6,15.0418496417965,20.9,79.1
"787","Yes","Multifamily Housing",16357,2001,38.2,"02121","Multifamily Housing",70.4,83,2001,4.1,1151632.1,13.9566907115936,14.8,85.2
"788","Yes","Multifamily Housing",4284,1845,61.6,"02121","Multifamily Housing",64,NA,1845,3.5,274040.6,12.5210315495758,4.4,95.6
"789","Yes","Multifamily Housing",4284,1845,74.2,"02121","Multifamily Housing",65.4,NA,1845,3.5,280156.4,12.543103297637,3.2,96.8
"790","Voluntary","Multifamily Housing",66400,1940,34,"02121","Multifamily Housing",44.7,100,1940,2.5,2971068.9,14.9044323450207,10.1,89.9
"791","Yes","Multifamily Housing",179000,1899,90.5,"02121","Multifamily Housing",86,45,1899,2,15385057.7,16.5489073171375,27.6,NA
"792","Municipal ","K-12 School",79600,1969,11,"02121","K-12 School",78.6,65,1969,4.8,6254878.1,15.648872213284,24.4,75.6
"793","Yes","Multifamily Housing",44352,1988,63.9,"02121","Multifamily Housing",57,85,1988,3.6,2527033.2,14.7425565243925,28.7,71.3
"794","Yes","Multifamily Housing",34944,1920,47,"02121","Multifamily Housing",45.6,100,1920,2.5,1595178.4,14.2824961374762,5.7,94.3
"795","Yes","Multifamily Housing",34180,1920,116.9,"02121","Multifamily Housing",111.5,34,1920,6.2,3809955.6,15.1531280934917,6.8,93.2
"796","Yes","Multifamily Housing",22386,2012,51,"02121","Multifamily Housing, Parking",103.9,3,2012,7.1,2326404.8,14.6598346295929,47,53
"797","Yes","Multifamily Housing",65350,1930,58.8,"02121","Multifamily Housing",78.2,59,1930,4.5,5112582.2,15.4472151574435,13.6,86.4
"798","Yes","Multifamily Housing",70252,1920,50.3,"02121","Multifamily Housing",51,100,1920,2.8,3581681,15.091342801244,4.9,95.1
"799","Yes","Multifamily Housing",35308,1920,53.4,"02121","Multifamily Housing",56.3,99,1920,3.1,1986502.6,14.5018861630706,4.3,95.7
"800","Municipal ","K-12 School",58452,1925,16.2,"02121","K-12 School",48.6,97,1925,2.9,2842519.7,14.8602014351017,19.3,80.7
"801","Yes","Food Service",36000,1930,40.6,"02121","Food Service",101.6,NA,1930,7.4,3656715.2,15.1120758160568,61.7,38.3
"802","Yes","Office",60000,1968,14.2,"02121","Office",92.8,67,1968,6.2,5567007.2,15.5323681605005,43.5,56.5
"803","Yes","Multifamily Housing",57000,2008,36.6,"02121","Multifamily Housing",57.3,93,2008,3.3,3264127.9,14.9985031793474,12.7,87.3
"804","Yes","Multifamily Housing",58848,2006,46.6,"02121","Multifamily Housing",62,90,2006,3.8,3649224.7,15.1100252920374,23.5,76.5
"805","Municipal ","K-12 School",332366,1926,5.9,"02121","K-12 School",40,93,1926,2.5,13308380.3,16.4039044925081,28.2,71.8
"806","Yes","Multifamily Housing",42420,1980,42.3,"02121","Multifamily Housing",56.7,72,1980,3.8,2405853.1,14.6934151179587,42.2,57.8
"807","Yes","Multifamily Housing",79102,1940,33.7,"02121","Multifamily Housing",48.9,99,1940,2.8,3870055.6,15.1687794318278,10.7,89.3
"808","Yes","Multifamily Housing",12702,1940,32.6,"02121","Multifamily Housing",70.8,NA,1940,4,898986.7,13.7090235191285,12.5,87.5
"809","Yes","Multifamily Housing",52416,1890,31.8,"02121","Multifamily Housing",71,68,1890,4.1,3719060.4,15.1289816137003,14.5,85.5
"810","Municipal ","K-12 School",144008,2002,48.2,"02121","K-12 School",64.3,54,2002,4.3,9258856.1,16.0410910676742,43.5,56.5
"811","Yes","Multifamily Housing",29706,2001,49.8,"02121","Multifamily Housing",65.6,82,2001,3.9,1949375.8,14.4830197767321,18.9,81.1
"812","Yes","Office",4400,1999,15,"02121","Office",22.2,NA,1999,1.3,97670.9,11.4893589431016,21.4,78.6
"813","Municipal ","Fire Station",12600,2000,21.5,"02121","Fire Station",115.5,NA,2000,7.1,1454820,14.1903927395946,24.9,75.1
"814","Yes","Multifamily Housing",43807,1899,65.8,"02121","Multifamily Housing",85.4,66,1899,5.1,3739361.2,15.1344253526633,19.6,80.4
"815","Yes","Retail Store",77161,1999,16.3,"02121","Other - Mall",170.8,NA,1999,13,13179048.2,16.394138868953,70.6,29.4
"816","Yes","Supermarket/Grocery Store",44292,2005,16.9,"02121","Supermarket/Grocery Store",232.2,68,2005,17.2,10282620.8,16.1459657271334,65,35
