parcel,zip,floor_area_SF,property_type_self_reported,energy_star_score_2017,site_eui_KBTUSF_2017,source_eui_KBTUSF_2017,percent_better_nat_med_site_eui_2017,percent_better_nat_med_source_eui_2017,total_ghg_emissions_MTCO2e_2017,total_ghg_intensity_kgCO2eSF_2017,weather_norm_site_eui_KBTUSF_2017,weather_norm_source_eui_KBTUSF_2017,total_site_energy_KBTU,log_total_site_energy_KBTU,Neighborhood.Code,Neighborhood.Code.Definition,Volume.Number,Property.Class.Code,Year.Property.Built,Number.of.Bathrooms,Number.of.Bedrooms,Number.of.Rooms,Number.of.Stories,Number.of.Units,Zoning.Code,Construction.Type,Lot.Depth,Lot.Frontage,Property.Area.in.Square.Feet,Basement.Area,Lot.Area,Lot.Code,Tax.Rate.Area.Code,Percent.of.Ownership,Closed.Roll.Misc.Exemption.Value,Closed.Roll.Homeowner.Exemption.Value,Current.Sales.Date,Closed.Roll.Assessed.Fixtures.Value,Closed.Roll.Assessed.Improvement.Value,Closed.Roll.Assessed.Land.Value,Closed.Roll.Assessed.Personal.Prop.Value,Supervisor.District,Neighborhoods...Analysis.Boundaries
0173/003,94111,19468,Office,91,35.2,95.7,-46.2,-46.2,48.8,2.5,35.7,94.6,685273.6,13.43757345,08B,Financial District North,2,C,1906,0,0,4,3,2,C2,C,40,0,10540,0,5500,R,1000,0.75,0,0,,0,159982,229900,0,3,Financial District/South Beach
3531/027,94103,20110,Mixed Use Property,59,35.2,110.5,-10.2,-10.2,53.7,2.7,35.2,110.5,707872,13.47001857,09C,Inner ission,23,I,1953,0,0,2,1,0,CM,C,0,0,20110,0,11904,,1000,1,0,0,4/25/80,0,750052,2893069,0,9,Mission
0284/009,94108,27000,Office,92,27.7,86.9,-48.2,-48.2,56.7,2.1,27.7,86.9,747900,13.52502456,08I,,3,C,1909,0,0,74,4,1,C3R,C,0,0,27064,0,9343,,1000,1,0,0,4/19/60,0,2229589,4612466,0,3,Nob Hill
0228/009,94111,12000,Restaurant,28,328.8,570.7,32.1,32.1,239,19.9,328.8,570.7,3945600,15.18811159,08B,Financial District North,2,O,1907,0,0,13,4,1,C3O,C,59.75,0,11500,0,2390,R,1000,0.34,0,0,6/25/10,0,1444320,3073040,0,3,Chinatown
0310/024,94108,18000,Mixed Use Property,14,53.8,149.1,21.1,21.1,69.6,3.9,53.8,149.1,968400,13.7834005,08I,,3,C,1907,0,0,9,3,3,C3R,C,22.5,39.35,19327,0,4822,,1000,0.05,0,0,9/12/50,0,6427194,8425495,0,3,Financial District/South Beach
0090/030,94133,16228,Office,86,36.9,115.7,-36.6,-36.6,31.4,2.8,36.9,115.7,598813.2,13.30270498,08D,North Beach,1,O,1985,0,0,0,4,1,NBEACH,C,87.5,0,10600,0,4156.25,R,1000,1,0,0,,0,964090,1446137,0,3,North Beach
5921/020,94134,31132,Supermarket/Grocery Store,75,118.3,277.5,-15.8,-15.8,121.1,7.9,118.1,277,3682915.6,15.11921528,10F,Portola,35,C,1964,0,0,6,1,0,NC1,D,0,0,0,0,36154,,1000,1,0,0,,0,280620,461179,0,9,Portola
0452/002,94109,204867,Other - Mall,99,215,441.6,-78.9,NA,1391.5,13.8,215,441.6,44046405,17.6007543,08E,Russian Hill,4,CZ,1911,0,0,0,0,0,,,0,0,8206,0,0,,1000,1,0,0,,0,1672197,2508296,0,2,Russian Hill
3609/119,94110,53280,Medical Office,51,67.2,161.6,-1.5,-1.5,186.4,4.6,68,161.7,3580416,15.09098955,09C,Inner ission,24,O,1973,0,0,181,3,0,NC3,B,0,0,50880,0,7470,O,1000,1,0,0,12/13/11,0,3795232,5692848,0,9,Mission
0268/012,94104,69988,Office,88,48.4,100.8,-42.1,-42.1,217.9,3.1,51.1,103.7,3387419.2,15.03557889,08B,Financial District North,3,O,1918,0,0,164,8,3,C3O,B,12.5,0,67507,0,8718.75,R,1000,1,0,0,,0,10231045,3495431,0,3,Financial District/South Beach
3706/047,94103,145423,Office,81,56.9,165.7,-34.3,-34.3,607.2,4.2,56.7,164.5,8274568.7,15.92869736,09F,South of Market,25,OC,1968,0,0,0,8,0,C3R,B,70,70,155871,2389,17000,R,1000,1,0,0,10/2/12,0,33100622,11776178,0,6,Financial District/South Beach
3511/023,94103,46075,Other,88,34.9,73.4,-40.4,-40.4,92.3,2.3,34.6,72.5,1608017.5,14.29051261,09F,South of Market,23,I,1926,0,0,8,2,2,CM,B,0,0,0,0,19305,,1000,0.75,0,0,,0,363910,324902,0,6,Mission
0646/005,94109,40199,Automobile Dealership,96,26,56.1,-56.9,-56.9,68.1,1.7,26.9,57,1045174,13.85969394,08F,Van Ness/ Civic Center,5,C,1922,0,0,9,2,0,POLK,B,0,0,40199,0,13542,,1000,1,0,0,3/26/12,0,1926305,2889458,0,3,Nob Hill
0301/017,94109,74000,Hotel,98,56.3,83.4,-54.8,-54.8,240.9,3.3,59.6,87.3,4166200,15.24251491,08A,Dowtown,3,H2,1924,0,0,177,9,1,RC4,A,0,0,62088,0,9278,,1000,1,0,0,,3936736,1479157,337131,772769,3,Nob Hill
4212/019,94110,10875,Retail Store,46,126.8,398.1,4.2,4.2,92.1,9.6,126.2,396.2,1378950,14.1368329,09C,Inner ission,27,C,1997,0,0,0,1,0,,D,0,0,10875,0,26825,,1000,1,0,0,,0,3757899,1822326,0,10,Mission
0227/011,94111,30030,Office,38,116.9,206.6,12.6,12.6,213.8,7.1,116.9,206.6,3510507,15.07127103,08B,Financial District North,2,O,1907,0,0,0,3,1,CCB,B,0,0,32564,0,8141,O,1000,1,0,0,,0,2245753,4912236,0,3,Chinatown
0140/001,94111,26160,Office,65,68,162.4,-15.9,-15.9,120.4,4.6,71.4,166,1778880,14.39149451,08H,North Waterfront,2,O,1927,0,0,21,2,1,C2,C,37.5,0,25194,0,18906.25,S,1000,1,0,0,7/12/11,0,3586207,5379311,0,3,Financial District/South Beach
3722/081,94105,292168,Hotel,90,63.8,152.6,-39.7,-39.7,1262.1,4.3,63.9,152.2,18640318.4,16.74083745,08I,,5,O,1953,0,NA,143,3,0,C3R,B,0,0,0,0,9211.67,O,1000,1,0,0,8/20/40,2506576,3976883,4727235,0,3,Financial District/South Beach
0595/002,94109,63500,Office,100,1.6,5,-96.6,-96.6,5.3,0.1,1.6,5,101600,11.52879881,08C,Nob Hill,5,G,1908,0,0,8,2,0,POLK,B,0,0,54304,0,19549,O,1000,0.0045,0,0,9/11/92,0,3535644,1414221,0,3,Russian Hill
9900/048,94158,83852,Other,100,6.4,20.1,-83.6,-83.6,40.8,0.5,6.4,20.1,536652.8,13.19310661,10E,Visitacion Valley,37,VR,1926,0,0,0,0,0,RH1,,0,0,0,0,1799,,1000,1,0,0,,0,0,0,0,10,Visitacion Valley
4247/003,94107,19200,Distribution Center,63,42.4,104.1,-15.4,-15.4,55.7,2.9,45.2,107,814080,13.60981392,09C,Inner ission,23,I,1915,0,NA,0,2,0,PDR2,A,0,0,17000,0,24023,O,1000,1,0,0,,0,1015342,2046203,0,9,Mission
0261/007,94104,64104,Office,85,54.8,105.9,-37.7,-37.7,220.2,3.4,59.6,110.9,3512899.2,15.07195224,08B,Financial District North,3,O,1927,0,0,123,16,0,C3O,A,85.41,0,63272,0,3829.5,R,1000,1,0,0,,0,7443371,3544461,0,3,Financial District/South Beach
0237/014,94111,306883,Office,84,58.3,142.9,-37.6,-37.6,1222.7,4,59.4,144.1,17891278.9,16.69982394,08B,Financial District North,3,O,1983,0,0,0,0,0,C3O,,56.66,0,0,0,2596.73,R,1000,1,0,0,4/20/99,0,2557756,3836637,0,3,Financial District/South Beach
3549/083,94103,62630,Supermarket/Grocery Store,72,125.1,362.1,-14.2,-14.2,573.4,9.2,125.1,362.1,7835013,15.87411309,09C,Inner ission,23,C,1986,0,0,0,0,1,M1,C,0,0,60614,0,100450,O,1000,0.5554,0,0,,0,4430512,5313964,0,9,Mission
4912/006,94124,120000,Manufacturing/Industrial Plant,8,19.3,50.7,85.8,NA,162.6,1.4,19.9,51.4,2316000,14.65535212,08H,North Waterfront,2,H,1971,0,NA,181,5,1,C2,S,0,0,126988,0,0,,1000,1,0,0,2/24/11,0,4631331,22679178,0,3,Chinatown
0173/001,94111,112208,Office,91,49.8,125.9,-46.2,-46.2,386.5,3.4,50.7,125.9,5587958.4,15.53612455,08B,Financial District North,2,O,1927,0,0,118,2,0,C2,C,0,0,0,0,27385,O,1000,1,0,0,6/5/10,0,15979860,13521419,0,3,Financial District/South Beach
0294/006,94108,80732,Office,95,30.1,72.3,-51.2,-51.2,169.3,2.1,31.4,74.6,2430033.2,14.70341548,09B,,25,O,1983,0,NA,7,3,1,C3S,C,0,0,66964,0,37840,O,1005,1,0,0,10/5/41,0,5819902,3432406,0,6,Financial District/South Beach
3722/005,94105,28584,Office,96,46.2,122.3,-57.7,-57.7,97,3.4,46.2,122.3,1320580.8,14.0935822,08B,Financial District North,3,C,1976,0,NA,0,2,4,C3O,A,0,0,25288,0,10746,,1000,1,0,0,9/29/95,0,1071574,3803421,0,3,Financial District/South Beach
3717/001,94105,231663,Office,92,49.8,112.3,-49.2,-49.2,764.5,3.3,51.3,113.9,11536817.4,16.26105399,09H,South Beach,25,O,1985,0,0,0,20,0,C3O,A,37.5,0,215062,0,12604.63,R,1000,1,0,0,,0,74673720,30261509,1826,6,Financial District/South Beach
0936/001,94123,10906,Mixed Use Property,1,195.7,522.9,324.7,324.7,151,13.8,195.7,522.9,2134304.2,14.57365125,07A,Marina,7,C,1931,0,0,7,1,3,NC2,D,0,0,11250,0,10746,O,1000,1,0,0,10/4/91,0,2077285,1009784,0,2,Marina
3732/029,94103,22240,Office,94,26,81.5,-51.9,-51.9,43.8,2,26,81.5,578240,13.26774429,09F,South of Market,25,I,1928,0,0,3,3,0,RSD,C,60,0,22240,0,7680,R,1008,1,0,0,,0,1347370,877076,0,6,South of Market
4016/001,94110,196000,,3,100.2,241.2,95.9,95.9,1040.4,6.8,100.2,241.2,19639200,16.79303813,09C,Inner ission,26,I,1989,0,0,215,3,1,M1,D,62.5,0,163640,0,52500,R,1000,1,24158037,0,5/1/89,0,21859382,2679000,0,10,Mission
0135/007,94111,59575,Office,98,23.3,73.3,-63.4,-63.4,105.2,1.8,22.7,71.2,1388097.5,14.14344466,08H,North Waterfront,2,C,1904,0,0,24,3,1,C2,C,20.23,0,41226,0,16531.63,R,1000,1,0,0,5/11/98,0,4754402,5210307,0,3,Financial District/South Beach
0037/001,94133,130469,Office,89,51.4,121.9,-44.5,-44.5,452.3,3.5,52.1,121.3,6706106.6,15.7185291,08H,North Waterfront,1,O,1976,0,0,0,4,0,C2,A,0,0,7800,0,12095,O,1000,1,0,0,3/18/11,0,836098,2299271,0,3,North Beach
0030/001,94133,113205,Hotel,90,62.3,132.5,-37.6,-37.6,396.8,4,62.3,132.5,7052671.5,15.76891704,08H,North Waterfront,1,H,1990,0,0,199,4,0,C2,S,87.5,0,97724,0,25800,R,1000,1,0,0,2/18/11,1953715,20118625,31353702,2671390,3,North Beach
3704/001,94103,216259,Office,85,51.9,129.5,-40.5,-40.5,772.6,3.6,51.9,129.5,11223842.1,16.23355083,09F,South of Market,25,O,1912,0,0,0,5,0,C3R,B,65,0,217707,0,28875,R,1000,1,0,0,6/4/12,0,50842180,33894786,15336,6,South of Market
0286/007,94108,48926,Office,29,77.4,195.5,32.1,32.1,261.9,5.4,78.2,196.4,3786872.4,15.14705101,08I,,3,O,1909,0,0,23,6,2,C3R,C,0,0,46538,0,6612,,1000,1,0,0,,946323,2114694,768967,320436,3,Financial District/South Beach
5583/003,94124,36934,Office,100,17.1,41.6,-70,-70,39.6,1.2,17.1,41.6,631571.4,13.35596628,10A,Bayview,33,I,1956,0,0,3,1,0,M1,C,0,0,3780,0,4734,O,1018,1,0,0,5/10/96,0,189720,115185,0,10,Bayview Hunters Point
3525/001,94103,22032,Retail Store,94,16.1,44,-61.5,-61.5,25.3,1.1,16.8,44.8,354715.2,12.77907049,09F,South of Market,23,I,1926,0,0,9,2,2,SLR,C,0,0,15000,0,7500,,1000,1,0,0,12/15/93,0,1123093,554610,0,6,South of Market
3709/014,94105,1101389,Office,93,48.9,141.4,-48,-48,3682.8,3.6,49.2,140.8,53857922.1,17.80186006,09B,,25,O,1973,0,0,172,38,0,C3O,A,0,0,996760,0,0,,1000,1,0,0,,0,113119051,28962847,0,6,Financial District/South Beach
0012/007A,94133,17311,Restaurant,77,193.8,309.7,-28.3,-28.3,198.2,11.4,193.8,309.7,3354871.8,15.02592412,08H,North Waterfront,1,C,1937,0,0,11,2,1,C2,C,75,0,15397,0,10312.5,R,1000,0.18,0,0,,0,497290,1398617,828,3,North Beach
0164/031,94133,34343,Office,64,60.3,138.8,-15.3,-15.3,138.2,4,60.3,138.8,2070882.9,14.5434856,08B,Financial District North,2,O,1986,0,0,10,4,1,C2,C,0,0,31500,0,10388,O,1000,1,0,0,6/12/90,0,9455331,1725961,0,3,North Beach
1051/036,94115,32700,Medical Office,32,54.4,128,9.7,9.7,76.8,3.7,55.8,129.4,1778880,14.39149451,06C,Lower Pacific Heights,8,O,1965,0,0,96,3,1,NC3,C,0,0,32700,0,10634,O,1000,1,0,0,7/14/88,0,2057470,1837024,750,2,Pacific Heights
0267/010,94104,181110,Office,98,41.9,93.6,-63,-63,500.4,2.8,44.6,96.4,7588509,15.84214569,08B,Financial District North,3,O,1908,0,0,266,14,0,C3O,A,0,0,224651,11052,18905,,1000,1,0,0,7/13/70,0,21430148,50360852,2480,3,Financial District/South Beach
0136/007,94111,12100,Other - Services,89,17.6,55.2,-43.3,-43.3,16.1,1.3,17.6,55.2,212960,12.26885963,08H,North Waterfront,2,O,1986,0,0,6,4,1,C2,C,39.73,0,14456,0,3642.05,R,1000,1,0,0,,0,910377,753947,0,3,Financial District/South Beach
3751/157,94107,471807,Office,80,77.9,207.5,-31.9,-31.9,2487.5,5.5,78.1,206.4,36753765.3,17.41975124,09B,,25,O,1971,0,NA,17,16,0,SSO,A,0,0,400598,0,35337.5,,1000,1,0,0,,0,28108253,34112768,0,6,Mission Bay
3702/048A,94103,17500,Office,86,37.9,90,-39.4,-39.4,44.8,2.6,39,91.1,663250,13.40490727,09F,South of Market,25,O,1920,0,0,7,4,2,C3G,C,65,0,18040,0,6187.5,R,1000,0.5,0,0,2/22/94,0,831908,831908,0,6,South of Market
1021/038,94118,199978,Other,1,179.7,320.6,160.4,160.4,1413.1,11,179.7,320.6,35936046.6,17.39725143,07C,Presidio Heights,7,MIX,1986,0,0,0,0,0,RM1,,0,0,0,0,52284.5,O,1000,1,45258998,0,,2967868,37615009,3217243,2202025,2,Presidio Heights
3735/015,94105,26080,Office,86,29.8,93.6,-36.8,-36.8,59,2.3,29.8,93.6,777184,13.56343241,09B,,25,G,1926,0,0,15,2,9,C3S,C,0,0,1,0,14396,,1005,1,0,0,8/29/12,0,1506810,3767025,0,6,Financial District/South Beach
0291/005,94104,65000,Office,68,79.5,162.5,-19,-19,330.4,5.1,82.2,165.4,5167500,15.45789957,08B,Financial District North,3,O,1923,0,0,173,7,0,C3O,A,0,0,64955,278,8023,,1000,1,0,0,9/24/90,0,3158977,6528556,0,3,Financial District/South Beach
0066/001,94133,10440,College/University,77,106.3,190.9,-27.3,-27.3,67.9,6.5,118,203.1,1109772,13.91966515,08E,Russian Hill,1,C,1919,0,0,3,2,1,NBEACH,C,45,0,20880,0,10440,R,1000,1,0,0,8/25/30,0,695898,2899582,0,3,Russian Hill
0206/025,94111,138810,Hotel,59,61.2,147.7,-8.9,-8.9,576.9,4.2,61.9,148.5,8495172,15.95500856,08B,Financial District North,2,H1,1951,0,0,0,0,0,,,0,0,0,0,14128,O,1000,1,0,0,,939126,18903807,11701754,1650231,3,Chinatown
0113/006,94133,18407,Office,74,35.8,106.1,-25.7,-25.7,48.7,2.6,36.2,106.5,658970.6,13.3984342,08G,Telegraph Hill,1,I,1923,0,0,35,2,1,C2,C,91.67,0,18572,0,8403.39,S,1000,0.125,0,0,,0,285056,289742,0,3,North Beach
3507/040,94103,1325000,Office,83,84.6,206.2,-30.4,-30.4,6863.2,5.8,85,206.7,112095000,18.53485728,09H,South Beach,25,O,1973,0,NA,0,12,0,C3O,A,0,0,591732,0,0,,1000,1,0,0,8/26/11,0,27229771,13645104,0,6,Financial District/South Beach
1355/011,94118,96035,Worship Facility,88,33.4,56.4,-40.9,-40.9,192.7,2,34.6,57.7,3207569,14.98102389,08E,Russian Hill,1,W,1920,0,NA,53,0,0,C2,B,0,0,36756,0,14128,O,1000,1,4771091,0,,0,279900,461179,0,3,North Beach
1007/008,94115,17000,K-12 School,98,25.2,58.9,-53.3,-53.3,28.8,1.7,26.6,60.3,428400,12.96781262,07B,Pacific Heights,7,O,1924,2,2,9,3,0,SACTO,D,2.69,0,15600,0,7701.75,R,1000,1,6254001,0,2/2/41,0,3411274,2842727,0,2,Presidio Heights
0234/017,94111,882977,Hotel,63,74.2,152.9,-11.5,-11.5,4200.7,4.8,75.3,153.1,65516893.4,17.99781858,08I,,4,VR,1970,0,NA,0,0,0,C3R,,0,0,0,0,12095,,1000,1,0,0,,0,261109,2316583,371573,2,Western Addition
0260/002,94104,43130,Office,87,61.1,117.8,-41.6,-41.6,165.1,3.8,64.2,121,2635243,14.78448596,08B,Financial District North,3,O,1924,0,0,94,13,1,C3O,A,0,0,55928,0,4373,,1000,1,0,0,,0,1725111,875076,0,3,Financial District/South Beach
3592/015,94110,41434,Office,88,46.8,113.5,-41.8,-41.8,94.4,3.2,49.2,116.1,1939111.2,14.47774028,09C,Inner ission,24,O,1947,0,0,0,2,0,M1,,0,0,35000,0,27438,,1000,0.191,0,0,6/30/50,0,3070125,5685438,0,9,Mission
0284/006,94108,37865,Hotel,77,92.9,132.5,-24.7,-24.7,201.2,5.3,95.7,135.4,3517658.5,15.07330613,08I,,3,H2,1914,0,0,114,8,0,C3R,C,0,0,37865,0,5153,,1000,1,0,0,,0,6011156,10929374,0,3,Nob Hill
