"","report_status","ward","postal_code","year_built","primary_ptype_self","primary_ptype_epa","tax_record_floor_area","reported_gross_floor_area","water_use","metered_areas_energy","metered_areas_water","electricity_use","natural_gas_use","energy_star_score","site_eui","weather_norm_site_eui","source_eui","weather_norm_source_eui","total_ghg_emissions","total_ghg_emissions_intensity","total_site_energy_KBTU","log_total_site_energy_KBTU"
"1321","In Compliance","5","20002",2013,"Multifamily Housing","Multifamily Housing",206574,206574,3799,"Whole Building","Whole Building",4054156,NA,15,67,67,210.3,210.3,1586.3,7.7,13840458,16.4431066000918
"1322","In Compliance","2","20009",1990,"Hotel","Hotel",102498,102498,5109.4,"Whole Building","Whole Building",1018914,62980.89675,73,95.4,96.1,171,169.6,733.2,7.2,9778309.2,16.0956771436294
"1323","In Compliance","5","20017",2012,"Food Service","Food Service",110851,140000,409.2,"Whole Building","Whole Building",1938200,17534.99779,NA,59.8,60.5,161.5,162.2,851.5,6.1,8372000,15.940403362548
"1324","In Compliance","2","20005",1995,"Other - Lodging/Residential","Other - Lodging/Residential",60260,60260,4527.6,"Whole Building","Whole Building",406326.7,14079.5923,NA,46.4,47.7,96.8,98.2,233.8,3.9,2796064,14.8437232719165
"1326","In Compliance","6","20003",2006,"Hotel","Hotel",121000,121553,7.5,"Whole Building","Whole Building",1920359,34103.21761,64,82,81.8,198.7,197.3,932.5,7.7,9967346,16.1148249079051
"1327","In Compliance","6","20024",1942,"Multifamily Housing","Multifamily Housing",223284,223284,13873.4,"Whole Building","Whole Building",1886146,144736.0008,28,93.6,96.2,158.6,157.9,1482.7,6.6,20899382.4,16.8552301662592
"1328","In Compliance","6","20024",1926,"Multifamily Housing","Multifamily Housing",13722,13722,0,"Whole Building","Whole Building",20106,0,NA,5,5,15.7,15.7,7.6,0.6,68610,11.1361935756849
"1329","In Compliance","6","20024",1960,"Multifamily Housing","Multifamily Housing",151944,151944,11233.5,"Whole Building","Whole Building",1361866,87444.99769,36,88.1,89.4,156.5,155.2,979.9,6.4,13386266.4,16.4097398438342
"1330","In Compliance","2","20001",2012,"Office","Office",104133,75977,1647.3,"Whole Building","Whole Building",1573500,NA,60,70.7,71.9,221.9,225.7,615.7,8.1,5371573.9,15.4966315147899
"1331","In Compliance","1","20009",1898,"Multifamily Housing","Multifamily Housing",64819,64819,2794.1,"Whole Building","Whole Building",790630.3,NA,43,41.6,41.6,130.7,130.5,309.4,4.8,2696470.4,14.8074542165065
"1332","In Compliance","6","20024",2003,"Multifamily Housing","Multifamily Housing",226297,289606,10012.5,"Whole Building","Whole Building",2176687,87273.21,75,55.8,56.3,112.2,111.6,1315.3,4.5,16160014.8,16.5980505268984
"1333","In Compliance","2","20009",1965,"Hotel","Hotel",97125,97125,2596.8,"Whole Building","Whole Building",1612028,23469.3682,71,80.8,80.5,203.2,200.6,755.4,7.8,7847700,15.875731053197
"1334","In Compliance","2","20037",1980,"Multifamily Housing","Multifamily Housing",67432,67432,1768243.6,"Whole Building","Whole Building",1308632,NA,4,66.2,67.1,207.9,210.7,512.1,7.6,4463998.4,15.3115554246203
"1335","In Compliance","5","20018",2012,"Wholesale Club/Supercenter","Wholesale Club/Supercenter",154000,160638,3937.2,"Whole Building","Whole Building",4678954,92735.4219,38,157.1,158.3,372.7,371,2323.4,14.5,25236229.8,17.0437912104704
"1336","In Compliance","4","20012",1930,"College/University","College/University",72600,72600,3401.1,"Whole Building","Whole Building",1264500,NA,NA,59.4,59.4,186.6,186.6,494.8,6.8,4312440,15.2770144271815
"1337","In Compliance","7","20019",1943,"Multifamily Housing","Multifamily Housing",452797,452797,37189.4,"Whole Building","Whole Building",2457732,235922,82,70.6,73.7,112.9,116.1,2183.3,4.8,31967468.2,17.2802293249067
"1338","In Compliance","2","20020",1985,"Multifamily Housing","Multifamily Housing",27956,27956,7196.3,"Whole Building","Whole Building",175194,11362.99992,88,62,63.2,109.8,108.6,126.7,4.5,1733272,14.3655215096421
"1339","In Compliance","2","20007",1988,"Hotel","Hotel",66678,62777,2313.6,"Whole Building","Whole Building",570101.6,12132.02685,61,50.3,50,117.6,116.8,287.5,4.6,3157683.1,14.9653491204408
"1340","In Compliance","2","20037",1979,"Multifamily Housing","Multifamily Housing",84554,84554,6342.6,"Whole Building","Whole Building",1029827,35372.44997,14,83.4,84.2,174.4,172.7,590.8,7,7051803.6,15.7687939718568
"1342","In Compliance","7","20020",1949,"Multifamily Housing","Multifamily Housing",13740,13740,2755.8,"Whole Building","Whole Building",166475,15952.99978,1,157.4,163.1,251.7,256.3,147.7,10.8,2162676,14.5868569017596
"1344","In Compliance","5","20017",1949,"Office","Office",53076,51707,42,"Whole Building","Whole Building",1954814,NA,2,131.1,NA,407.2,NA,773.1,15,6778787.7,15.7293088386193
"1345","Data under review by DOEE","4","20011",1927,"Office","Office",63630,65411,670,"Whole Building","Whole Building",2559383,NA,2,133.5,132,419.2,414.5,1001.5,15.3,8732368.5,15.9825471968609
"1346","In Compliance","8","20020",1973,"Non-Refrigerated Warehouse","Non-Refrigerated Warehouse",54578,56854,215,"Whole Building","Whole Building",262873,10469.00052,90,34.2,35.1,68.9,69,158.5,2.8,1944406.8,14.4804675013701
"1348","In Compliance","5","20002",2010,"Multifamily Housing","Multifamily Housing",240940,280000,13110.5,"Whole Building","Whole Building",1856349,38133.09483,83,36.2,36.2,85.3,84.5,928.9,3.3,10136000,16.1316040009831
"1349","In Compliance","2","20037",1975,"Hotel","Hotel",98042,98042,3303.8,"Whole Building","Whole Building",1171070,31468.25966,22,72.9,73.2,161.7,160.4,625.4,6.4,7147261.8,15.7822398762854
"1350","In Compliance","5","20017",1939,"College/University","College/University",90945,138328,2435.6,"Whole Building","Whole Building",479574.2,61049.99908,NA,56,59.7,83.5,87.4,511.9,3.7,7746368,15.8627346463198
"1351","In Compliance","1","20059",1972,"College/University","College/University",50391,30396,502.7,"Whole Building","Whole Building",406130,NA,NA,45.6,46.8,143.1,147,158.9,5.2,1386057.6,14.14197401631
"1352","In Compliance","8","20020",1964,"Multifamily Housing","Multifamily Housing",277729,277729,21866.3,"Whole Building","Whole Building",2638060,239097.0017,13,118.5,120.3,192.2,189.7,2268.5,8.2,32910886.5,17.3093140576579
"1353","In Compliance","4","20011",1950,"Worship Facility","Worship Facility",80976,80976,592.2,"Whole Building","Whole Building",324192,24689.8984,NA,44.2,45.4,74.9,75,258,3.2,3579139.2,15.0906328825375
"1354","In Compliance","1","20001",1996,"Laboratory","Laboratory",53568,50025,4633.4,"Whole Building","Whole Building",669061.5,9579.201742,NA,64.8,65.5,163.4,164.2,312.7,6.3,3241620,14.9915837628102
"1355","In Compliance","7","20019",1960,"Multifamily Housing","Multifamily Housing",274781,274781,28985.5,"Whole Building","Whole Building",2626630,201721.9811,28,106,108.2,179.5,178.5,2065.6,7.5,29126786,17.1871687898584
"1356","In Compliance","2","20008",1900,"Other","Other",94534,1e+05,3968.5,"Whole Building","Whole Building",2006077,19936.80759,NA,88.4,88.5,235.9,233.5,890.8,8.9,8840000,15.9947974346138
"1357","In Compliance","2","20001",2004,"Multifamily Housing","Multifamily Housing",80492,80492,4820.3,"Whole Building","Whole Building",503528,27233.90104,85,55.2,57.1,102.5,104.6,341.7,4.2,4443158.4,15.3068760328693
"1358","In Compliance","2","20037",1970,"Office","Office",55474,55474,1253.7,"Whole Building","Whole Building",1196095,NA,62,73.6,73.6,231,231,468,8.4,4082886.4,15.2223147472353
"1359","In Compliance","6","20001",2011,"Multifamily Housing","Multifamily Housing",80034,80034,2587.5,"Whole Building","Whole Building",687833,2646.295214,85,32.6,33,95.5,96,283.2,3.5,2609108.4,14.7745191117418
"1360","In Compliance","2","20005",1968,"Multifamily Housing","Multifamily Housing",258603,243130,10278.3,"Whole Building","Whole Building",1738316,86256.33462,78,59.9,61.7,113.9,115.8,1138.3,4.7,14563487,16.4940280638175
"1361","In Compliance","4","20011",1950,"Financial Office","Financial Office",67199,40000,102.8,"Whole Building","Whole Building",537920,7705.822518,78,65.1,63.8,164.3,160.2,251.4,6.3,2604000,14.7725592823106
"1362","In Compliance","6","20002",2009,"Office","Office",3282699,84540,1757.5,"Whole Building","Whole Building",1884507,NA,NA,76.1,76.1,238.8,238.8,737.4,8.7,6433494,15.6770283389884
"1363","In Compliance","8","20020",1954,"Multifamily Housing","Multifamily Housing",71745,71745,4017.6,"Whole Building","Whole Building",384346,48783.00395,26,86.3,87.4,128.8,125.3,409.5,5.7,6191593.5,15.6387030428719
"1364","In Compliance","8","20032",1961,"Multifamily Housing","Multifamily Housing",73236,73236,5352,"Whole Building","Whole Building",372341,44070.70141,60,77.5,79.7,117.7,118.5,379.8,5.2,5675790,15.5517203186918
"1365","In Compliance","4","20012",1936,"Multifamily Housing","Multifamily Housing",98121,98122,5454.7,"Whole Building","Whole Building",882631.5,8587.818438,62,39.4,38.7,105.6,102.7,391,4,3866006.8,15.1677326976728
"1366","In Compliance","6","20001",2011,"Multifamily Housing","Multifamily Housing",263200,173070,3751.4,"Whole Building","Whole Building",2769542,NA,23,54.6,54.6,171.4,171.4,1083.7,6.3,9449622,16.0614852986699
"1367","In Compliance","2","20036",1900,"Hotel","Hotel",132445,86358,4820,"Whole Building","Whole Building",1842781,49216.00137,23,129.8,129.8,288.5,285.7,982.5,11.4,11209268.4,16.2322515297607
"1368","In Compliance","8","20020",1989,"Office","Office",104616,71350,1133.7,"Whole Building","Whole Building",1689505,NA,NA,80.8,80.8,253.7,253.7,661.1,9.3,5765080,15.567329588432
"1369","In Compliance","1","20059",1940,"College/University","College/University",68440,68000,2480.9,"Whole Building","Whole Building",621319.5,NA,NA,31.2,31.2,97.9,97.9,243.1,3.6,2121600,14.5676810789737
"1370","In Compliance","2","20005",1985,"Office","Office",177195,205656,1785.8,"Whole Building","Whole Building",2768234,NA,89,45.9,45.8,144.2,143.9,1083.2,5.3,9439610.4,16.0604252660836
"1371","In Compliance","2","20007",1960,"K-12 School","K-12 School",338948,111600,1726.5,"Whole Building","Whole Building",1309973,19044.56047,62,57.1,57.7,143.7,143.2,613.7,5.5,6372360,15.6674804455913
"1372","In Compliance","4","20012",1962,"Non-Refrigerated Warehouse","Non-Refrigerated Warehouse",157036,160000,1326.9,"Whole Building","Whole Building",877885,20903.10926,67,31.8,32.7,72.5,73.4,454.5,2.8,5088000,15.4423953840021
"1373","Data under review by DOEE","1","20059",1897,"College/University","College/University",68395,82737,917.1,"Whole Building","Whole Building",294383,NA,NA,12.1,12.6,38.1,39.6,115.2,1.4,1001117.7,13.8166276338027
"1376","In Compliance","2","20036",1955,"Office","Office",58500,58500,2329.5,"Whole Building","Whole Building",1535766,NA,40,89.6,88.1,281.3,276.7,600.9,10.3,5241600,15.4721373532008
"1378","In Compliance","6","20024",2014,"Multifamily Housing","Multifamily Housing",233232,238000,5707.2,"Whole Building","Whole Building",4081210,8913.272356,7,62.3,62.6,187.6,188,1644.3,6.9,14827400,16.511987378447
"1379","In Compliance","8","20020",1967,"Multifamily Housing","Multifamily Housing",247632,224000,12885.3,"Whole Building","Whole Building",1823017,39549.11651,76,45.4,45.8,105.7,106.1,923.4,4.1,10169600,16.1349134358845
"1380","In Compliance","6","20002",2013,"Other","Other",416764,330000,4932,"Whole Building","Whole Building",7384200,21.74094013,NA,76.4,76.4,239.7,239.7,2889.5,8.8,25212000,17.0428306296151
"1382","In Compliance","3","20015",2000,"Retail Store","Retail Store",146676,147917,1491,"Whole Building","Whole Building",1375398,36660.00397,81,56.5,58.7,125.6,127,732.9,5,8357310.5,15.9386472227746
"1383","In Compliance","2","20036",1970,"Office","Office",139664,100147,2802.9,"Whole Building","Whole Building",2167090,NA,42,73.8,73.8,231.8,231.8,848,8.5,7390848.6,15.8157531171843
"1384","In Compliance","7","20019",2005,"K-12 School","K-12 School",59460,79612,10165.3,"Whole Building","Whole Building",1328273.8,NA,8,56.9,56.9,163.4,163.4,454.1,5.7,4529922.8,15.3262154553714
"1386","In Compliance","2","20007",2010,"Supermarket/Grocery Store","Supermarket/Grocery Store",60000,71067,2150.6,"Whole Building","Whole Building",3885600,512.1269815,74,187.3,186.1,586.5,582.7,1523.1,21.4,13310849.1,16.4040899824763
"1387","In Compliance","1","20009",1929,"Multifamily Housing","Multifamily Housing",120650,120650,5919.1,"Whole Building","Whole Building",1519168,57621.34234,NA,90.7,92.1,185,186.5,900.5,7.5,10942955,16.2082064281743
"1388","In Compliance","3","20007",2002,"K-12 School","K-12 School",59154,72243,2987.5,"Whole Building","Whole Building",1636740,26087.35475,3,113.4,114.4,280.6,281.7,779,10.8,8192356.2,15.9187121067614
"1389","In Compliance","8","20020",2012,"Multifamily Housing","Multifamily Housing",94557,77399,1969.4,"Whole Building","Whole Building",670557.3,NA,82,29.6,29.6,92.8,92.8,262.4,3.4,2291010.4,14.6445035009277
"1390","In Compliance","6","20003",1938,"K-12 School","K-12 School",76216,75270,647.7,"Whole Building","Whole Building",515788.3,17136.12919,100,46.1,46.1,97.3,97.3,292.8,3.9,3469947,15.0596498780312
"1392","In Compliance","2","20007",1985,"Office","Office",88893,100255,3007.9,"Whole Building","Whole Building",1677146,NA,59,57.1,57.3,179.2,179.9,656.2,6.5,5724560.5,15.5602763358988
"1393","In Compliance","6","20001",2014,"Multifamily Housing","Multifamily Housing",285121,266168,6513.6,"Whole Building","Whole Building",2952361,6708.016627,69,40.4,40.5,121.5,121.6,1190.8,4.5,10753187.2,16.1907127523163
"1394","In Compliance","2","20036",1983,"Office","Office",331554,887499,14618.2,"Whole Building","Whole Building",15981360,NA,79,61.4,61.4,192.9,192.9,6253.3,7,54492438.6,17.8135725087236
"1395","In Compliance","7","20019",1959,"Multifamily Housing","Multifamily Housing",470052,470052,30525,"Whole Building","Whole Building",3226933,206618.0146,86,67.4,68.8,119.7,119.8,2318.8,4.9,31681504.8,17.2712436237824
"1397","In Compliance","6","20024",1960,"Multifamily Housing","Multifamily Housing",23876,23876,4159.2,"Whole Building","Whole Building",113865,25887.00279,41,124.7,129.7,164.9,170.2,180.6,7.6,2977337.2,14.9065399019745
"1398","In Compliance","6","20024",1965,"Multifamily Housing","Multifamily Housing",35992,35992,757,"Whole Building","Whole Building",36563,3097.000072,100,12.1,12.4,19.9,20,30.3,0.8,435503.2,12.9842574231237
"1399","In Compliance","2","20007",1990,"Enclosed Mall","Enclosed Mall",617684,251442,9858.4,"Whole Building","Whole Building",8973011,36651.76836,NA,136.3,136.4,397.6,397.7,3705.7,14.7,34271544.6,17.3498259643262
"1400","In Compliance","6","20024",1959,"Multifamily Housing","Multifamily Housing",115323,115323,22491.7,"Whole Building","Whole Building",1347196,117768.9967,1,142,144.3,232.4,229.3,1135.4,9.8,16375866,16.6113192235834
"1401","In Compliance","7","20019",1945,"Multifamily Housing","Multifamily Housing",460885,460885,41334.4,"Whole Building","Whole Building",2963415,235180.9925,63,73,74.1,122.5,121.3,2370.8,5.1,33644605,17.3313632743068
"1402","In Compliance","5","20002",2013,"Multifamily Housing","Multifamily Housing",507740,562172,12833,"Whole Building","Whole Building",5638907,6962.000219,89,35.5,35.5,108.8,108.8,2243.4,4,19957106,16.8090958283556
"1403","In Compliance","8","20020",1952,"Multifamily Housing","Multifamily Housing",52848,72917,6197.3,"Whole Building","Whole Building",834970.7,19198.54124,29,65.4,65.9,150.3,150.9,428.7,5.9,4768771.8,15.377599345433
"1404","In Compliance","5","20001",2014,"Multifamily Housing","Multifamily Housing",355622,355707,9808,"Whole Building","Whole Building",4325392,13707.91055,54,45.3,45.7,134.3,134.7,1765.3,5,16113527.1,16.5951696697371
"1405","In Compliance","4","20012",2014,"Multifamily Housing","Multifamily Housing",82935,149066,4172.9,"Whole Building","Whole Building",1612824,8754.34321,65,42.8,43.1,122.1,122.4,677.6,4.5,6380024.8,15.6686825424608
"1406","In Compliance","3","20007",1954,"Multifamily Housing","Multifamily Housing",327920,330646,15928.7,"Whole Building","Whole Building",2574661,152723.9429,34,72.8,74.3,131.9,132.3,1818.6,5.5,24071028.8,16.9965195508483
"1408","In Compliance","7","20019",1953,"Multifamily Housing","Multifamily Housing",195956,195956,20917,"Whole Building","Whole Building",1638385,255987.0168,5,159.2,163.6,226.7,228.8,1979.8,10.1,31196195.2,17.2558066966254
"1410","In Compliance","8","20032",2001,"Supermarket/Grocery Store","Supermarket/Grocery Store",64945,68935,1711.9,"Whole Building","Whole Building",2263596,36987.83892,95,165.7,168.6,408.1,411.2,1082.2,15.7,11422529.5,16.2510982350382
"1412","In Compliance","8","20020",2015,"Office","Office",91303,82184,330000,"Whole Building","Whole Building",1576959,NA,58,65.5,65.5,205.6,205.6,617,7.5,5383052,15.4987660575373
"1413","In Compliance","2","20008",1928,"Hotel","Hotel",217507,217504,12266.5,"Whole Building","Whole Building",3004289,111445.4559,41,98.4,99.7,201.8,203.2,1767.5,8.1,21402393.6,16.8790133242046
"1414","In Compliance","6","20024",1961,"Multifamily Housing","Multifamily Housing",237168,237168,8542.2,"Whole Building","Whole Building",1815400,105169.1011,44,70.5,71.8,128.6,128.7,1268.9,5.4,16720344,16.6321367395719
"1415","Data under review by DOEE","2","20001",1986,"Hotel","Hotel",404943,404943,39051,"Whole Building","Whole Building",15069610,303985.1833,2,202,203.3,477.5,478.8,7511.2,18.5,81798486,18.2197692928442
"1416","In Compliance","6","20001",2012,"Hotel","Hotel",605014,712053,22819.7,"Whole Building","Whole Building",7401652,211690.6453,95,65.2,65.7,142.6,142,4020.6,5.6,46425855.6,17.6533670947586
"1417","In Compliance","8","20032",1964,"Multifamily Housing","Multifamily Housing",274700,223196,15611.1,"Whole Building","Whole Building",2487266,256837.1016,5,153.1,156.1,240.2,240,2337.4,10.5,34171307.6,17.3468968908454
"1418","In Compliance","6","20002",2013,"Multifamily Housing","Multifamily Housing",58814,40000,1371.2,"Whole Building","Whole Building",336581,NA,86,28.7,29.1,90.2,91.5,131.7,3.3,1148000,13.9535318558616
"1419","In Compliance","6","20002",1900,"K-12 School","K-12 School",55219,61113,207.4,"Whole Building","Whole Building",740259.9,14769.29826,NA,65.5,67,155.2,154.9,368.1,6,4002901.5,15.2025300311269
"1420","In Compliance","4","20011",2012,"Multifamily Housing","Multifamily Housing",58520,56680,1071.3,"Whole Building","Whole Building",527359.1,NA,79,31.7,31.7,99.7,99.7,206.3,3.6,1796756,14.4014933746879
